Year_of_Study,Previous_GPA,Attendance_Percentage,CAT_1_Score,CAT_2_Score,Assignment_Score,Total_Internal_Marks,At_Risk
3,2.1,88,7,7,5,19,0
4,2.67,77,13,13,2,28,0
4,2.64,88,11,7,7,25,0
4,2.96,66,9,8,7,24,0
2,2.39,68,14,6,8,28,0
4,1.91,97,7,13,8,28,0
2,2.76,84,13,12,5,30,0
2,3.58,81,10,5,1,16,1
2,3.16,96,13,7,4,24,0
3,2.35,95,10,9,4,23,0
3,3.84,96,10,5,3,18,0
4,3.78,95,7,6,8,21,0
4,2.02,88,13,8,3,24,0
3,1.6,84,13,7,5,25,0
1,3.35,79,10,14,2,26,0
3,3.57,66,4,5,6,15,1
2,3.92,91,6,14,6,26,0
3,3.72,96,3,5,8,16,1
2,3.0,78,13,11,8,32,0
4,2.83,55,14,5,1,20,0
1,1.57,66,14,2,5,21,0
4,2.12,66,9,6,2,17,1
2,2.65,63,12,9,10,31,0
2,3.07,73,14,8,5,27,0
2,2.89,99,5,6,10,21,0
1,3.36,86,7,4,9,20,0
3,2.2,89,7,12,4,23,0
4,2.91,88,6,2,8,16,0
4,1.72,81,13,14,1,28,0
3,2.53,85,13,8,8,29,0
4,3.38,99,2,14,6,22,0
1,3.23,86,12,12,8,32,0
4,3.98,97,8,4,6,18,1
2,2.19,63,11,5,3,19,1
3,2.75,76,9,15,8,32,0
1,2.32,68,2,6,5,13,1
3,2.6,80,11,14,10,35,0
1,3.64,95,8,13,5,26,0
2,3.21,58,5,9,7,21,0
3,3.71,87,7,14,6,27,0
4,2.01,66,10,8,9,27,0
1,3.68,68,6,10,7,23,0
3,1.65,93,9,12,3,24,0
4,3.72,53,6,4,5,15,1
3,2.32,97,3,15,9,27,0
3,2.29,60,5,12,10,27,0
3,2.78,71,15,11,2,28,0
1,3.85,53,3,2,1,6,1
4,1.62,66,8,2,8,18,0
2,2.38,57,8,13,8,29,0
1,3.64,95,15,11,2,28,0
1,2.49,83,4,14,8,26,0
1,2.0,60,15,15,5,35,0
2,2.56,80,14,2,2,18,0
4,2.46,60,8,3,7,18,1
4,3.79,87,2,3,7,12,1
4,3.4,70,2,8,3,13,0
3,2.76,95,10,10,1,21,0
3,3.97,79,7,9,4,20,0
3,2.66,59,14,5,2,21,0
2,1.65,75,15,3,4,22,0
3,2.16,76,13,4,8,25,0
2,2.59,57,6,11,2,19,0
4,1.89,88,14,6,1,21,0
3,3.87,57,7,10,3,20,0
3,3.42,57,7,9,10,26,0
1,2.17,83,2,14,7,23,0
2,2.98,65,6,13,6,25,0
4,3.3,90,10,15,6,31,0
1,3.85,62,5,4,7,16,0
1,3.7,72,4,10,8,22,0
4,2.79,61,2,11,3,16,1
1,3.44,76,15,4,3,22,0
2,2.91,71,3,11,10,24,0
2,2.88,81,4,13,8,25,0
3,1.79,98,5,15,7,27,0
1,1.82,76,8,9,10,27,0
3,2.82,51,7,2,5,14,1
1,2.17,94,12,5,4,21,0
2,1.55,82,9,5,6,20,0
2,3.31,75,15,7,9,31,0
2,1.58,77,10,13,6,29,0
1,2.99,68,7,13,8,28,0
2,2.85,92,8,3,1,12,1
1,3.92,54,5,8,6,19,1
3,2.71,82,3,6,2,11,1
1,1.66,69,10,11,3,24,0
3,2.88,79,10,7,6,23,0
1,3.6,94,5,12,2,19,0
3,3.99,57,13,15,4,32,0
2,2.58,87,4,7,6,17,1
3,2.3,66,11,15,5,31,0
2,3.77,93,15,15,6,36,0
2,1.98,50,12,13,6,31,0
3,3.04,52,7,15,8,30,0
1,2.51,95,15,12,9,36,0
1,1.6,75,15,7,5,27,0
4,2.37,80,4,11,6,21,0
1,2.16,57,2,13,6,21,0
4,3.22,92,5,9,6,20,0
1,3.87,95,2,11,2,15,1
1,2.17,57,3,5,4,12,1
2,3.53,84,4,11,1,16,1
4,1.64,88,9,9,1,19,0
1,2.85,77,11,10,1,22,0
4,1.68,53,5,14,7,26,0
2,3.84,65,5,14,1,20,0
2,3.42,62,14,5,6,25,0
4,3.14,69,11,2,2,15,0
2,3.56,54,10,4,6,20,0
3,3.12,86,8,2,6,16,1
3,3.92,69,3,8,3,14,1
2,3.28,73,4,13,8,25,0
3,3.81,85,5,2,4,11,1
1,2.79,83,5,12,7,24,0
4,1.79,94,11,5,4,20,0
1,2.82,97,9,14,1,24,0
4,1.82,83,11,15,6,32,0
2,2.98,68,15,2,5,22,0
1,2.71,66,11,14,9,34,0
2,3.06,54,7,14,9,30,0
2,1.53,74,4,3,8,15,1
4,1.99,67,12,12,7,31,0
4,2.73,99,10,15,2,27,0
4,3.88,57,11,2,8,21,0
1,2.46,76,9,14,3,26,0
3,2.56,64,10,6,6,22,0
4,3.29,94,6,8,10,24,0
4,3.01,62,4,4,7,15,0
1,2.25,65,5,15,6,26,0
4,2.53,71,15,9,5,29,0
1,2.04,69,14,15,4,33,0
2,3.92,62,13,6,2,21,0
4,1.83,69,6,6,9,21,0
4,2.43,51,10,14,7,31,0
2,1.56,84,10,6,7,23,0
2,2.05,96,15,9,4,28,0
2,3.45,68,4,3,5,12,1
4,2.0,94,8,3,6,17,1
3,1.7,86,7,15,2,24,0
3,2.69,55,5,13,4,22,0
3,1.52,63,6,9,4,19,0
4,1.71,53,15,10,4,29,0
2,3.52,71,11,12,7,30,0
4,3.43,88,3,13,7,23,0
2,3.79,85,12,11,7,30,0
4,3.64,83,8,11,7,26,0
4,3.21,76,15,3,2,20,0
2,1.63,56,5,5,5,15,1
3,3.46,52,3,9,10,22,0
2,3.61,96,12,3,2,17,1
1,3.5,82,7,5,5,17,1
1,2.77,51,12,11,6,29,0
2,2.08,91,13,14,3,30,0
4,3.61,65,3,14,6,23,0
1,3.32,74,11,2,5,18,1
1,3.95,64,3,3,4,10,1
4,1.89,73,8,8,10,26,0
4,2.06,64,2,2,9,13,1
3,2.03,80,8,13,8,29,0
4,3.48,63,11,2,7,20,1
2,1.97,63,6,3,1,10,1
2,1.67,55,2,5,9,16,1
3,4.0,63,7,8,9,24,0
1,1.56,66,8,5,6,19,0
1,3.59,67,2,6,7,15,1
4,2.41,69,10,5,3,18,1
2,3.6,66,8,5,5,18,0
1,2.89,65,2,10,7,19,1
3,3.75,89,4,7,1,12,1
3,3.82,88,6,13,1,20,0
2,1.52,81,5,4,5,14,1
3,1.69,93,3,7,9,19,0
3,2.13,58,2,14,7,23,0
2,3.17,76,5,8,1,14,1
4,3.72,95,8,8,5,21,0
4,2.65,82,12,9,8,29,0
3,3.02,59,5,14,8,27,0
4,1.97,66,10,5,2,17,1
4,3.51,98,15,2,7,24,0
3,3.92,98,9,7,10,26,0
4,2.17,85,9,9,5,23,0
3,2.74,66,6,6,9,21,0
1,1.72,67,13,14,3,30,0
2,2.9,72,2,4,1,7,1
2,2.76,83,10,5,4,19,0
4,1.86,57,3,9,7,19,0
4,2.61,62,7,7,1,15,1
4,2.34,72,11,14,2,27,0
2,2.8,69,15,14,5,34,0
1,2.96,71,6,6,9,21,1
1,1.52,96,11,14,1,26,0
2,3.4,72,14,10,4,28,0
1,3.28,90,9,11,3,23,0
2,2.42,84,12,4,5,21,0
1,1.63,52,4,8,5,17,1
3,3.39,83,7,10,10,27,0
3,3.89,82,7,12,2,21,0
2,2.1,95,11,14,5,30,0
1,2.31,66,4,12,9,25,0
4,1.96,94,13,13,5,31,0
1,2.94,68,13,5,10,28,0
3,1.89,79,13,11,2,26,0
3,2.39,72,8,11,7,26,0
1,3.24,64,12,4,6,22,0
1,2.9,63,5,2,7,14,1
4,2.47,51,6,10,8,24,0
4,2.55,88,10,14,10,34,0
1,2.91,98,7,2,5,14,1
1,1.51,67,11,3,2,16,1
1,1.7,55,14,10,7,31,0
1,3.7,81,5,6,7,18,0
2,1.69,70,9,5,8,22,0
1,3.27,89,10,10,7,27,0
4,3.8,77,11,10,10,31,0
3,2.18,76,6,3,7,16,1
2,2.43,51,3,4,9,16,0
1,2.92,82,7,13,8,28,0
3,3.7,65,12,4,2,18,0
2,3.85,88,13,6,2,21,0
3,3.35,71,9,14,7,30,0
1,1.72,92,14,4,10,28,0
1,3.17,96,6,11,10,27,0
4,2.53,62,2,7,3,12,1
1,2.68,51,9,3,1,13,1
1,1.62,63,10,7,9,26,0
2,1.98,87,2,7,3,12,1
4,3.48,90,9,3,1,13,1
2,2.63,77,11,7,6,24,0
3,2.25,56,13,7,4,24,0
1,2.46,67,3,7,1,11,1
3,3.64,90,5,13,4,22,0
2,3.37,85,14,14,8,36,0
1,2.18,90,3,15,7,25,0
1,1.79,85,3,6,1,10,1
2,2.13,93,11,8,10,29,0
2,3.8,53,4,14,9,27,0
2,2.95,79,15,13,6,34,0
2,2.83,73,9,6,2,17,1
2,2.99,69,5,12,3,20,0
1,2.42,95,8,2,7,17,1
2,3.52,80,13,13,3,29,0
1,2.81,73,11,10,3,24,0
1,1.79,56,4,4,5,13,1
2,1.82,75,11,3,3,17,1
2,2.84,62,13,11,3,27,0
4,3.84,57,15,7,5,27,0
1,2.27,54,15,9,5,29,0
2,3.67,93,14,3,9,26,0
2,3.41,62,12,5,1,18,1
2,2.12,78,15,3,1,19,0
4,1.59,69,4,13,9,26,0
4,1.75,63,3,13,5,21,0
3,3.32,81,14,10,4,28,0
1,2.0,99,13,11,2,26,0
3,2.43,76,7,14,9,30,0
2,2.75,74,7,3,6,16,1
4,3.31,53,2,11,9,22,0
4,1.78,70,8,3,5,16,1
3,2.52,67,13,15,4,32,0
4,2.71,88,15,14,7,36,0
2,2.85,64,15,6,5,26,0
4,3.55,87,5,13,8,26,0
3,1.93,97,14,6,8,28,0
2,3.52,73,12,13,2,27,0
3,3.23,57,13,8,5,26,0
4,2.89,77,4,2,10,16,1
3,3.25,70,14,13,8,35,0
3,2.53,65,14,3,3,20,0
1,1.85,65,9,12,7,28,0
4,3.16,84,3,12,3,18,1
4,2.81,66,10,7,6,23,0
3,3.1,58,14,3,2,19,0
1,2.34,84,9,5,6,20,0
4,3.77,78,9,11,6,26,0
2,2.97,88,14,7,8,29,0
3,1.71,67,4,14,5,23,0
4,2.62,61,14,13,1,28,0
2,3.39,68,5,8,8,21,0
4,3.49,97,3,11,9,23,0
2,2.74,71,3,6,1,10,1
3,3.74,98,5,9,5,19,0
4,2.17,64,7,7,6,20,0
4,2.53,50,6,6,4,16,1
1,3.75,51,2,5,2,9,1
3,3.74,57,14,7,5,26,0
2,3.21,71,11,7,4,22,1
4,3.65,74,2,7,7,16,1
4,1.72,51,7,2,6,15,1
2,3.66,58,4,7,3,14,1
3,2.3,58,4,2,9,15,0
1,1.95,62,8,6,4,18,1
1,2.1,55,14,8,5,27,0
4,2.54,79,14,2,3,19,0
2,2.13,64,2,14,8,24,0
4,2.3,64,2,2,7,11,1
2,1.84,99,15,14,7,36,0
1,2.24,56,14,14,8,36,0
3,2.93,60,11,7,7,25,0
2,2.6,89,4,8,3,15,0
1,2.37,87,15,7,3,25,0
4,3.37,89,9,6,2,17,1
2,3.73,51,2,7,1,10,1
3,3.39,97,11,14,5,30,0
4,2.33,88,14,15,4,33,0
4,3.36,59,5,4,2,11,1
1,1.88,93,10,10,1,21,0
2,1.83,66,15,6,3,24,0
4,2.36,56,5,3,6,14,1
3,3.52,89,11,15,2,28,0
2,2.12,88,9,15,10,34,0
3,1.66,53,8,13,7,28,0
4,1.83,84,4,11,7,22,0
3,3.65,96,8,11,3,22,0
1,3.08,85,8,8,1,17,0
3,2.13,80,11,4,9,24,0
2,2.89,74,4,2,5,11,1
3,2.82,90,3,4,2,9,1
3,3.14,62,10,10,8,28,0
1,2.08,67,2,6,10,18,0
3,3.66,70,15,8,10,33,0
3,2.27,97,8,4,4,16,1
4,3.24,50,5,5,10,20,0
4,1.54,85,3,2,7,12,1
2,2.43,99,3,4,5,12,1
4,2.38,57,9,8,3,20,0
4,2.86,97,8,5,10,23,0
4,1.68,70,13,3,8,24,0
4,3.48,92,8,15,2,25,0
1,2.04,70,6,6,1,13,1
4,3.19,76,15,6,5,26,0
1,3.51,68,11,3,4,18,0
1,2.9,72,9,12,10,31,0
4,3.35,99,15,7,7,29,0
3,3.15,92,3,11,9,23,0
1,2.39,84,3,5,6,14,1
3,3.52,89,6,15,1,22,0
3,2.24,91,2,2,8,12,1
4,2.93,97,7,4,2,13,0
2,3.36,54,5,15,4,24,0
4,2.45,90,7,10,3,20,0
2,2.26,57,8,11,6,25,0
2,2.65,60,14,8,2,24,0
4,3.54,65,4,14,5,23,0
4,3.82,88,12,7,9,28,0
2,2.86,96,14,15,3,32,0
4,3.15,73,9,2,2,13,1
2,3.76,70,8,10,2,20,0
3,1.75,72,14,14,9,37,0
4,2.08,98,2,10,6,18,1
3,3.27,87,7,2,2,11,1
1,3.56,96,8,15,3,26,0
3,3.64,57,15,14,1,30,0
3,2.54,56,12,14,2,28,0
2,1.72,51,5,7,2,14,1
3,2.59,79,15,8,2,25,0
4,2.08,62,3,3,7,13,1
2,2.23,72,11,11,3,25,0
1,3.43,78,10,9,4,23,0
4,1.69,87,8,9,2,19,1
1,3.57,86,2,7,5,14,1
3,2.57,69,9,10,9,28,0
4,2.99,82,4,4,9,17,0
4,1.72,78,5,3,7,15,0
1,2.34,99,13,3,8,24,0
4,1.72,64,6,7,5,18,0
4,3.9,72,2,8,5,15,1
4,3.52,91,7,7,3,17,1
3,2.65,52,11,12,6,29,0
1,2.06,86,7,4,1,12,1
4,3.83,78,3,6,3,12,1
2,2.36,94,12,9,2,23,0
2,1.9,57,11,7,7,25,0
2,2.91,71,7,3,9,19,0
2,3.86,78,9,8,4,21,0
3,1.51,51,7,9,7,23,0
4,2.1,90,5,5,8,18,1
1,3.85,98,5,13,10,28,0
4,1.93,99,10,2,2,14,1
3,1.78,94,7,3,7,17,1
2,2.93,50,9,5,3,17,0
3,3.65,93,9,8,8,25,0
4,2.69,69,8,3,6,17,1
1,3.99,70,4,7,3,14,1
3,3.2,86,11,3,8,22,0
1,1.69,57,2,13,3,18,0
3,3.98,76,6,8,9,23,0
1,2.52,96,14,3,3,20,1
1,2.22,84,11,4,1,16,1
2,2.89,55,11,10,2,23,0
1,2.26,94,3,14,4,21,0
2,1.72,93,13,5,2,20,0
4,1.5,68,11,15,4,30,0
4,2.62,67,14,6,4,24,0
2,3.59,50,3,10,4,17,1
2,2.93,74,15,8,1,24,0
3,4.0,76,8,9,9,26,0
3,2.22,56,12,12,10,34,0
3,2.2,93,14,4,7,25,0
4,1.9,91,4,12,2,18,1
3,1.91,78,14,12,3,29,0
1,2.21,80,9,5,8,22,0
1,3.48,93,10,8,7,25,0
3,3.76,92,15,5,4,24,0
1,3.94,85,14,3,4,21,0
4,2.08,68,9,15,9,33,0
1,3.7,55,7,11,5,23,0
4,2.32,74,6,7,5,18,0
2,1.78,80,4,10,7,21,1
2,3.68,58,4,3,1,8,1
2,3.09,69,8,2,3,13,1
2,1.91,59,14,9,2,25,0
1,2.57,86,6,2,10,18,1
3,2.22,76,13,2,6,21,0
1,3.34,62,15,4,6,25,0
4,2.63,90,7,6,10,23,0
1,3.97,51,15,14,1,30,0
1,1.64,99,7,13,6,26,0
4,2.39,70,10,10,10,30,0
2,2.7,82,2,12,2,16,1
2,2.76,73,9,11,4,24,0
2,2.29,93,11,3,6,20,0
3,3.32,91,14,13,3,30,0
4,3.69,83,14,13,3,30,0
4,3.85,58,6,2,3,11,1
1,3.51,51,14,2,4,20,1
3,3.63,79,7,9,9,25,0
2,2.88,71,7,11,4,22,0
3,3.56,95,2,11,4,17,0
4,2.26,60,4,11,4,19,0
4,2.5,92,13,3,7,23,0
1,2.29,66,7,14,5,26,0
1,2.67,85,15,10,2,27,0
4,2.21,62,15,10,7,32,0
2,3.9,56,12,3,3,18,1
2,2.28,65,12,4,1,17,1
3,1.75,82,10,3,9,22,0
4,2.82,94,7,7,5,19,0
4,1.64,50,13,8,10,31,0
2,1.78,60,14,13,1,28,0
2,2.05,55,7,7,1,15,1
4,2.66,69,2,4,1,7,1
1,2.58,84,10,13,9,32,0
4,3.5,93,5,4,8,17,1
4,3.35,86,3,13,6,22,0
2,2.57,90,2,3,10,15,1
2,2.33,75,4,3,6,13,1
1,2.29,61,4,12,6,22,0
1,3.43,79,6,13,4,23,0
3,1.63,77,2,6,5,13,1
4,1.53,76,8,12,10,30,0
2,3.49,91,14,12,3,29,0
1,2.69,68,2,9,3,14,1
3,1.83,54,5,7,10,22,0
3,2.09,54,7,10,7,24,0
2,3.83,90,2,12,5,19,0
2,3.65,76,8,6,8,22,0
3,3.27,77,11,11,5,27,0
1,2.71,75,8,5,4,17,1
3,2.8,76,4,10,3,17,1
4,3.94,98,5,13,2,20,1
4,3.91,91,7,11,3,21,1
2,2.04,70,15,12,7,34,0
1,3.53,50,12,15,8,35,0
1,1.99,77,8,6,5,19,0
4,2.03,97,15,2,1,18,0
3,3.19,64,14,6,3,23,0
2,2.51,66,5,6,4,15,1
3,3.83,75,11,6,10,27,0
3,1.72,69,12,14,4,30,0
3,2.78,74,10,3,1,14,1
1,3.8,62,10,14,10,34,0
4,3.76,82,10,7,9,26,0
1,1.89,74,13,6,10,29,0
4,2.42,57,11,3,4,18,1
2,3.05,54,7,13,2,22,0
2,1.9,55,3,11,9,23,0
3,3.92,72,3,15,4,22,0
4,3.79,79,12,9,4,25,0
4,1.92,63,5,7,6,18,1
4,1.8,72,10,12,8,30,0
3,1.71,60,4,11,5,20,0
3,3.77,80,7,13,8,28,0
2,1.98,55,3,12,1,16,0
1,2.54,60,2,4,4,10,1
4,2.62,62,13,10,1,24,0
4,3.0,61,6,14,3,23,0
1,1.68,51,9,12,7,28,0
4,2.07,84,11,12,1,24,0
3,3.83,85,11,15,5,31,0
3,3.77,66,3,5,1,9,1
4,3.45,77,11,4,6,21,0
3,1.55,77,10,8,9,27,0
3,2.32,71,13,13,3,29,0
4,3.07,87,9,14,6,29,0
2,2.19,56,4,15,4,23,0
1,3.77,64,2,9,6,17,0
3,3.08,81,5,8,2,15,0
2,1.68,60,9,2,4,15,1
3,3.77,73,4,2,7,13,1
3,3.89,52,11,14,6,31,0
1,1.69,79,13,6,9,28,0
3,2.83,55,3,15,7,25,0
1,2.26,51,8,9,1,18,1
1,2.48,63,5,15,6,26,0
1,1.95,90,7,11,3,21,0
2,2.95,67,6,12,8,26,0
4,3.89,93,3,4,1,8,1
2,2.76,80,11,9,10,30,0
4,1.71,62,3,4,2,9,1
4,3.05,75,15,5,3,23,0
1,2.35,93,10,11,3,24,0
3,3.64,61,12,8,7,27,0
1,2.59,67,11,4,8,23,0
3,1.98,58,3,5,9,17,0
4,1.98,98,9,9,7,25,0
1,3.42,70,9,5,8,22,0
3,2.16,97,2,10,6,18,1
2,3.42,98,2,5,2,9,1
3,2.01,89,14,14,1,29,0
1,2.3,92,5,15,3,23,0
2,2.66,73,3,5,9,17,0
3,3.86,83,13,14,7,34,0
3,3.83,57,2,6,2,10,1
3,2.02,93,10,2,1,13,1
3,2.4,82,14,8,2,24,0
3,1.87,72,4,10,3,17,1
2,2.77,62,15,13,6,34,0
4,2.65,98,15,10,9,34,0
2,3.75,63,15,2,8,25,0
2,3.83,63,2,7,10,19,0
2,2.46,65,3,4,9,16,0
4,2.73,98,9,5,8,22,0
1,3.74,87,6,9,7,22,0
4,3.52,88,12,5,6,23,0
2,1.51,75,8,9,8,25,0
3,2.3,75,7,5,6,18,0
3,2.55,50,14,10,2,26,0
2,2.07,81,2,7,9,18,0
3,2.0,64,7,2,9,18,1
2,1.59,70,12,14,3,29,0
3,3.11,67,8,11,9,28,0
4,2.16,79,5,3,2,10,1
1,1.63,62,9,8,3,20,0
1,2.08,73,9,11,6,26,0
4,3.5,79,8,8,4,20,0
4,3.63,51,12,4,8,24,0
2,2.71,68,3,2,1,6,1
2,2.54,96,7,9,6,22,0
2,3.94,93,7,14,2,23,0
3,2.0,96,13,14,6,33,0
2,2.04,74,13,11,1,25,0
4,2.23,99,8,15,2,25,0
1,1.93,63,7,12,9,28,0
3,2.45,55,3,12,6,21,0
2,3.78,61,9,11,8,28,0
3,3.04,69,5,8,7,20,0
3,2.53,72,10,11,9,30,0
2,3.84,79,9,9,9,27,0
3,1.62,79,15,2,4,21,0
1,2.03,87,4,15,7,26,0
4,2.91,79,4,4,5,13,1
4,3.04,90,9,14,7,30,0
1,1.6,79,3,3,4,10,1
3,2.51,85,10,2,10,22,0
2,3.12,98,5,6,1,12,1
3,3.25,83,7,4,4,15,0
1,3.1,65,4,11,10,25,0
3,2.3,73,4,9,3,16,1
4,1.73,63,4,7,9,20,0
3,2.57,75,12,11,5,28,0
1,1.82,57,14,15,4,33,0
4,3.87,63,11,10,8,29,0
3,2.69,80,13,10,5,28,0
3,2.29,51,15,12,3,30,0
4,3.42,97,15,7,2,24,0
2,2.74,53,15,3,8,26,0
4,2.28,50,13,10,2,25,0
2,3.53,69,3,3,8,14,1
1,3.67,63,9,4,5,18,0
1,3.18,89,10,7,8,25,0
4,1.62,74,9,3,5,17,1
4,2.92,74,11,6,1,18,1
1,3.41,52,4,3,2,9,1
2,1.84,54,8,13,6,27,0
1,2.07,87,12,5,3,20,0
4,3.71,75,11,12,8,31,0
1,1.55,89,3,12,5,20,0
4,3.38,87,5,4,3,12,1
4,2.68,87,13,6,10,29,0
1,2.62,53,14,7,7,28,0
2,1.52,56,15,14,8,37,0
3,3.55,79,14,8,4,26,0
1,2.4,79,7,11,9,27,0
3,2.85,68,12,9,6,27,0
1,3.19,88,6,10,1,17,1
3,3.26,84,14,15,5,34,0
2,3.89,89,10,5,5,20,0
2,2.83,82,11,5,7,23,0
1,2.5,82,5,8,7,20,0
4,3.88,63,6,13,6,25,0
3,3.11,87,5,11,8,24,0
4,2.25,59,15,11,2,28,0
4,1.82,77,14,12,7,33,0
4,3.61,63,15,10,10,35,0
2,2.41,85,9,12,7,28,0
1,3.15,87,14,3,4,21,0
1,2.68,65,9,14,10,33,0
2,2.0,70,4,12,2,18,0
2,3.0,77,2,7,4,13,1
1,1.65,82,7,11,4,22,0
4,2.53,55,3,11,6,20,0
3,2.87,90,3,9,7,19,0
3,2.59,64,4,14,3,21,1
3,3.37,93,9,6,10,25,0
4,3.57,52,4,6,1,11,1
1,3.43,92,8,9,3,20,0
2,1.6,96,11,2,9,22,0
1,1.99,84,15,7,1,23,0
4,2.84,63,11,11,8,30,0
2,3.84,51,10,14,2,26,0
4,3.59,78,14,10,6,30,0
3,3.61,53,9,13,3,25,0
3,2.26,75,2,7,7,16,0
4,2.57,61,8,8,2,18,0
2,2.68,51,8,5,4,17,1
2,1.89,66,9,13,10,32,0
1,1.58,84,11,11,9,31,0
3,3.87,59,6,2,6,14,0
1,2.1,97,11,10,4,25,0
1,2.1,71,10,13,2,25,0
4,1.71,90,10,7,10,27,0
4,3.82,92,9,4,9,22,0
1,2.95,70,7,5,4,16,1
3,3.17,64,7,11,9,27,0
4,3.78,84,2,13,2,17,0
1,2.36,97,14,7,7,28,0
1,3.05,70,7,7,5,19,0
1,1.6,70,15,13,8,36,0
1,1.97,70,5,10,8,23,0
1,3.58,93,5,5,4,14,1
1,3.42,81,15,6,4,25,0
4,2.38,54,3,6,8,17,1
3,2.44,88,14,4,3,21,1
1,2.83,58,12,3,7,22,0
2,1.5,67,15,9,8,32,0
4,2.1,70,5,11,8,24,0
4,2.02,57,6,10,10,26,0
1,2.13,93,14,11,4,29,0
4,3.51,83,13,12,9,34,0
1,2.2,59,6,14,10,30,0
3,1.98,90,6,10,4,20,0
3,2.76,73,5,15,8,28,0
4,3.66,89,2,6,6,14,1
4,2.1,73,15,12,5,32,0
2,1.7,81,11,10,4,25,0
4,2.39,82,9,5,5,19,0
2,3.37,87,4,3,1,8,1
3,2.88,93,3,4,7,14,1
3,3.54,98,10,2,8,20,0
1,3.9,83,8,6,9,23,0
3,3.48,60,10,2,3,15,1
2,3.01,80,14,13,9,36,0
4,2.73,67,3,12,10,25,0
1,1.6,72,10,2,5,17,1
2,3.96,71,11,15,10,36,0
4,2.46,92,10,12,6,28,0
1,1.88,67,12,12,1,25,0
3,3.17,89,10,14,9,33,0
2,2.21,96,11,8,9,28,0
4,2.96,90,14,3,6,23,0
1,2.97,96,11,9,8,28,0
1,2.61,88,5,7,4,16,1
3,3.59,69,11,5,5,21,0
4,2.16,62,4,10,5,19,0
3,2.62,94,7,11,7,25,0
3,2.84,50,4,9,7,20,0
4,3.16,53,12,14,7,33,0
4,3.46,73,10,11,5,26,0
4,2.49,85,4,4,4,12,1
2,3.12,85,3,4,8,15,1
4,1.88,94,9,5,1,15,1
1,3.83,51,7,15,1,23,0
3,2.46,77,9,10,6,25,0
2,3.32,75,14,10,2,26,0
4,1.55,72,8,6,3,17,1
2,2.01,64,4,13,4,21,0
4,2.72,85,9,10,2,21,1
2,3.7,76,11,7,10,28,0
3,2.82,55,2,9,7,18,1
3,3.82,84,2,12,10,24,0
1,2.71,88,14,9,1,24,0
1,2.73,87,14,13,3,30,0
4,1.8,84,11,11,2,24,0
3,3.51,85,14,8,9,31,0
2,2.12,59,9,5,8,22,0
2,3.75,79,14,5,3,22,0
2,3.78,90,10,7,5,22,0
1,3.86,87,11,15,3,29,0
2,2.8,78,7,10,6,23,0
1,3.19,92,6,8,5,19,0
1,3.45,88,3,6,2,11,1
4,1.83,99,12,6,10,28,0
2,3.0,53,10,9,8,27,0
2,1.59,54,7,7,6,20,1
3,2.74,53,9,2,3,14,1
4,1.89,85,10,2,1,13,1
3,1.96,94,10,10,5,25,0
4,2.41,65,9,9,2,20,0
2,2.58,74,13,7,2,22,0
1,3.06,63,11,14,9,34,0
1,1.69,60,9,2,10,21,0
1,2.76,78,4,15,7,26,0
1,1.96,83,14,3,6,23,0
1,2.93,71,4,11,1,16,0
3,3.09,63,3,4,10,17,1
4,2.89,73,2,11,2,15,1
2,3.35,88,5,13,7,25,0
3,2.34,75,3,4,3,10,1
4,3.41,92,15,3,2,20,0
1,2.58,85,15,13,6,34,0
4,2.71,88,3,3,8,14,1
4,3.12,65,14,7,8,29,0
1,1.55,87,12,8,2,22,0
1,3.13,81,12,5,6,23,0
1,3.05,55,6,2,5,13,1
2,2.27,83,5,7,7,19,0
1,1.71,57,2,8,4,14,1
2,1.73,79,10,5,2,17,1
1,3.81,76,15,7,10,32,0
2,3.22,56,5,10,3,18,0
4,1.82,76,6,5,9,20,0
3,2.39,74,8,13,10,31,0
4,2.98,95,3,15,8,26,0
4,3.59,90,9,11,9,29,0
1,1.61,64,12,5,5,22,0
2,2.09,74,3,11,5,19,0
3,3.72,71,12,13,7,32,0
1,1.52,67,11,6,7,24,0
1,2.0,61,6,4,1,11,1
1,3.9,72,14,11,5,30,0
4,3.03,94,13,3,8,24,0
2,2.15,88,3,10,7,20,0
2,1.67,74,3,14,2,19,0
3,1.57,59,5,2,8,15,1
2,2.11,79,5,6,2,13,1
2,3.7,59,14,6,10,30,0
1,2.54,83,9,9,1,19,0
1,3.3,95,14,7,3,24,0
4,3.8,62,7,7,3,17,1
1,2.52,78,11,7,6,24,0
1,1.98,87,9,5,3,17,1
1,2.79,90,14,2,7,23,0
1,3.77,94,8,4,8,20,0
4,3.51,58,14,14,3,31,0
1,1.66,62,11,14,9,34,0
3,3.23,86,5,11,1,17,0
3,2.93,63,3,13,3,19,0
3,3.77,86,10,12,3,25,0
3,1.81,58,3,7,7,17,1
1,2.84,57,2,6,5,13,1
3,3.7,88,9,11,4,24,0
1,2.53,89,11,2,2,15,1
4,2.7,52,10,6,7,23,0
3,1.68,96,2,3,3,8,1
2,2.2,89,8,2,7,17,1
3,2.31,82,3,5,10,18,0
3,3.86,81,7,7,7,21,0
1,2.21,56,14,8,2,24,0
3,2.65,68,12,10,7,29,0
2,3.18,83,6,6,6,18,1
1,1.91,63,2,9,10,21,1
1,2.72,99,3,9,4,16,1
